model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,kappa,alpha,theta,theta_stranger,alpha_negative,phi
M6,23,3,-13.115349952711076,32.230699905422156,33.493857800159,35.6371825532096,-0.010849367781150568,0.1773282462478447,True,100,100,42,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,15,0.4822759442485309,0.8,0.15561758627851577,chronological_65_percent,1.4579043590743994,0.008672166061074503,0.28179219893974977,,,
M7,23,4,-13.060350553866993,34.120701107733986,36.34292332995621,38.662677971450584,-0.07012535390831262,0.18077813146368105,True,100,100,57,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,15,0.5422099927861741,0.8,0.18428086596238336,chronological_65_percent,1.4954569364651107,0.021210062158062266,0.21172065176015942,0.320176304043651,,
M8,23,3,-12.408555145112167,30.817110290224335,32.08026818496118,34.223592938011784,0.03348495238619802,0.22166256641519322,True,100,100,100,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,15,0.5378661565450324,0.6,0.19824856061667548,chronological_65_percent,0.47229002604137676,0.38180362846899474,,,1.0,
M3,23,3,-13.517876153364563,33.03575230672912,34.298910201465965,36.44223495451658,-0.03609817445552691,0.15207943957346826,True,100,100,4,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,15,0.45109094210168793,0.8,0.14065558715224852,chronological_65_percent,0.20801103250669062,0.0015589829752692633,,,,0.0
M4,23,3,-13.457354782674779,32.914709565349554,34.1778674600864,36.32119221313701,-0.03230191874413759,0.15587569528485756,True,100,100,45,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10881,15,0.5171971123280281,0.8,0.17150837047180142,chronological_65_percent,1.0767260556470293,0.09180346338030358,0.0,,,
M0,25,0,-17.328679513998633,34.657359027997266,34.657359027997266,34.657359027997266,0.0,0.0,True,1,1,1,,exact,sub-10886,15,0.6931471805599453,0.7333333333333333,0.25,chronological_65_percent,,,,,,
M1,25,1,-17.328702014464263,36.657404028928525,36.83131707240678,37.876279853796724,-0.05770910008796578,-1.298452407150208e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,15,0.693149847247862,0.26666666666666666,0.25000133334395824,chronological_65_percent,1e-05,,,,,
M2,25,2,-17.125105131493125,38.25021026298625,38.7956648084408,40.68796191272265,-0.1036677731874079,0.011747830083709165,True,100,100,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,15,0.7948850436979951,0.26666666666666666,0.29938499275135066,chronological_65_percent,0.11535673148285337,0.4337261419574234,,,,
M5,25,3,-12.97205120712414,31.94410241424828,33.08695955710542,35.60072988885288,0.07828803722629685,0.2514114421329725,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,15,1.015240430846928,0.5333333333333333,0.3644942036492676,chronological_65_percent,0.38331123058920885,0.31318775314122427,3.550872035171468,,,
M6,25,3,-14.971432472783393,35.94286494556678,37.08572208842393,39.59949242017139,-0.03709186024621915,0.1360315446604563,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,15,1.0167752261055756,0.4,0.35866623260067576,chronological_65_percent,0.300500844383064,0.41244916508133134,2.2396357698951728,,,
M7,25,4,-12.972051207124142,33.944102414248285,35.944102414248285,38.81960571372109,0.020580235590738214,0.2514114421329724,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,15,1.0152404331579585,0.5333333333333333,0.3644942041306078,chronological_65_percent,0.3833112320352527,0.3131877542274158,3.550872038105668,0.0,,
M8,25,3,-11.720049644553976,29.440099289107952,30.582956431965094,33.09672676371255,0.15053829504650523,0.32366169995318084,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10886,15,1.4024212993970877,0.5333333333333333,0.3660902858520482,chronological_65_percent,1.5788795348653106,0.599349466246161,,,0.13512865744586217,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10887,42,0.6931471805599452,0.7142857142857143,0.25,run_1_to_2,,,,,,
M1,42,1,-29.1122565843427,60.2245131686854,60.3245131686854,61.96218278696877,-0.034352458195410655,-2.57626948285683e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,42,0.6931496805795883,0.2857142857142857,0.2500012500098214,run_1_to_2,1e-05,,,,,
M2,42,2,-26.32063359549389,56.64126719098778,56.94895949868009,60.11660642755452,0.027189579927323564,0.09588934377917901,True,100,100,81,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,42,0.6495206290975281,0.7142857142857143,0.2250448774221758,run_1_to_2,0.2005505845977033,1.0,,,,
M5,42,3,-25.462218122279356,56.92443624455871,57.55601519192713,62.13744509940882,0.022326168149704496,0.12537581392748764,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,42,0.5894317260868691,0.7142857142857143,0.20406420217237922,run_1_to_2,0.18370769888165955,0.907682733053655,1.7530689708658513,,,
M6,42,3,-21.608959021522896,49.21791804304579,49.84949699041421,54.4309268978959,0.15468516329069526,0.25773480906847834,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,42,0.6254870080990387,0.6428571428571429,0.20384388027540462,run_1_to_2,0.2391686409002715,0.7323460880677671,3.391405672486589,,,
M7,42,4,-20.361241190550274,48.72248238110055,49.80356346218163,55.67316085423402,0.16319424153555173,0.3005937692392625,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,42,0.7418532435951293,0.6904761904761905,0.20530558520828326,run_1_to_2,0.30552766178719065,0.7555708104257766,1.30833084029092,5.0,,
M8,42,3,-24.609837078298124,55.21967415659625,55.851253103964666,60.43268301144636,0.05160535636635881,0.15465500214414196,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,42,0.5546731085472832,0.7142857142857143,0.18707026975814656,run_1_to_2,0.4644336526861136,1.0,,,0.3820542014760797,
M3,42,3,-24.896330244041554,55.79266048808311,56.424239435451526,61.00566934293322,0.041764349950486765,0.1448139957282698,True,100,100,35,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,42,0.7590038550370612,0.38095238095238093,0.2820892299802935,run_1_to_2,0.9431737124989081,0.10815854902707679,,,,2.2209805552136084
M4,42,3,-19.967919141429356,45.93583828285871,46.56741723022713,51.14884713770881,0.21105468940764693,0.31410433518543,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10887,42,0.5132279667712665,0.6666666666666666,0.17046929373277478,run_1_to_2,0.1944927848287227,0.8185792448258499,5.0,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10896,40,0.6931471805599453,0.625,0.25,run_1_to_2,,,,,,
M1,41,1,-28.41908440377025,58.8381688075405,58.9407329101046,60.55174087424481,-0.03518944333690702,-1.7594127859066333e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,40,0.6931477430795546,0.375,0.25000028125980467,run_1_to_2,1e-05,,,,,
M2,41,2,-28.402400789291445,60.80480157858289,61.1205910522671,64.2319457119915,-0.06979006950803603,0.0005852983402061529,True,100,100,92,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,40,0.6921312117898442,0.45,0.249493398546876,run_1_to_2,0.030063699873835385,0.2504438190777769,,,,
M5,41,3,-23.110775401990026,52.22155080398005,52.8701994526287,57.36226700409297,0.08122228814105995,0.18678533991342317,True,100,100,82,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,40,0.5098490632721289,0.7,0.17315374374576573,run_1_to_2,0.1927109958557761,0.22981449066257884,5.0,,,
M6,41,3,-22.58769785866037,51.17539571732074,51.824044365969385,56.31611191743366,0.09962817540354961,0.20519122717591276,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,40,0.7683499213378462,0.575,0.26913025338258045,run_1_to_2,0.785016184923489,0.09854160222679059,1.092113818483595,,,
M7,41,4,-22.136443370273994,52.27288674054799,53.3839978516591,59.127175007365224,0.08031909178610928,0.22106982748259352,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,40,0.6456682768992638,0.575,0.23127023661854387,run_1_to_2,0.611752904273772,0.10817588626589215,1.7121582818749872,0.9641027599724542,,
M8,41,3,-26.060384751127,58.120769502254,58.769418150902645,63.261485702366926,-0.022567633336004343,0.08299541843635883,True,100,100,18,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,40,0.7814303545405558,0.625,0.2799374828774622,run_1_to_2,0.503945207516156,0.2724756023852964,,,0.0,
M3,41,3,-27.849172300559236,61.69834460111847,62.34699324976712,66.8390608012314,-0.08551092423282894,0.020052127539534226,True,100,100,16,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10896,40,0.6236749522903107,0.75,0.21593872140981044,run_1_to_2,0.11962931259938174,0.0,,,,1.1111127874109132
M4,41,3,-26.083276366068397,58.16655273213679,58.81520138078544,63.30726893224971,-0.023373136247074905,0.08218991552528832,True,100,100,94,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10896,40,0.5909129072850339,0.75,0.20241824157910943,run_1_to_2,0.22818838000064953,0.11744876749641746,2.01781542354511,,,
M0,27,0,-18.714973875118524,37.42994775023705,37.42994775023705,37.42994775023705,0.0,0.0,True,1,1,1,,exact,sub-10897,14,0.6931471805599453,0.7142857142857143,0.25,chronological_65_percent,,,,,,
M1,27,1,-18.715033875737277,39.43006775147455,39.59006775147455,40.72590461747888,-0.05343635568459585,-3.2060220416241236e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,14,0.6931487877155258,0.2857142857142857,0.25000080357779014,chronological_65_percent,1e-05,,,,,
M2,27,2,-18.715033875737277,41.43006775147455,41.93006775147455,44.02174148348321,-0.10686950534715005,-3.2060220416241236e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,14,0.6931487877155258,0.2857142857142857,0.25000080357779014,chronological_65_percent,1e-05,0.0,,,,
M5,27,3,-14.346436344801962,34.692872689603924,35.736350950473486,38.58038328761691,0.07312527067622716,0.23342471966388978,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,14,0.5078728715708918,0.6428571428571429,0.17371974377569985,chronological_65_percent,0.2944682350564253,0.0,5.0,,,
M6,27,3,-5.618360550268538,17.236721100537075,18.28019936140664,21.124231698550062,0.5394938508716483,0.6997932998593108,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,14,1.1308925711248219,0.9285714285714286,0.09006155594944766,chronological_65_percent,1.0928602517329433,0.0,5.0,,,
M7,27,4,-5.618360550268539,19.23672110053708,21.054902918718895,24.420068564554395,0.486060701209094,0.6997932998593108,True,100,100,100,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,14,1.1308925175092444,0.9285714285714286,0.09006155712576229,chronological_65_percent,1.0928601922425032,0.0,5.0,5.0,,
M8,27,3,-17.065793447631954,40.13158689526391,41.17506515613347,44.019097493276895,-0.07217854438521759,0.08812090460244504,True,100,100,85,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,14,0.6507212159389271,0.7142857142857143,0.22734554279235603,chronological_65_percent,0.49389006044686673,0.5320912350550964,,,0.0,
M3,27,3,-5.603175675055549,17.2063513501111,18.249829610980665,21.093861948124086,0.540305226581511,0.7006046755691737,True,100,100,15,alpha;kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10897,14,1.652657655682491,0.9285714285714286,0.09057579606982367,chronological_65_percent,20.0,0.0,,,,1.3155698916642213
M4,27,3,-6.035528363195483,18.071056726390964,19.11453498726053,21.95856732440395,0.5172032606891225,0.6775027096767849,True,100,100,97,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10897,14,0.44225311223868585,0.9285714285714286,0.09965137815880211,chronological_65_percent,20.0,0.0,0.9533858533828896,,,
M0,40,0,-27.725887222397812,55.451774444795625,55.451774444795625,55.451774444795625,0.0,0.0,True,1,1,1,,exact,sub-10898,39,0.693147180559945,0.7435897435897436,0.25,run_1_to_2,,,,,,
M1,40,1,-27.725949723207183,57.451899446414366,57.557162604309106,59.1407789005283,-0.03606963026241735,-2.254240193177992e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,39,0.6931503216044163,0.2564102564102564,0.2500015705222355,run_1_to_2,1e-05,,,,,
M2,40,2,-25.398627383020667,54.797254766041334,55.12157909036566,58.17501367426921,0.011803403683788157,0.08393815572823637,True,100,100,94,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,39,0.7703709162812079,0.5897435897435898,0.28144143432841495,run_1_to_2,0.18201709851441106,1.0,,,,
M5,40,3,-16.804566377757986,39.60913275551597,40.27579942218264,44.67577111785778,0.2857012574963063,0.39390338556297855,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,39,0.7593567951360493,0.6410256410256411,0.25762988681406745,run_1_to_2,0.5053935692616672,0.4622119887518393,5.0,,,
M6,40,3,-9.100206163879974,24.20041232775995,24.867078994426617,29.267050690101758,0.5635773143409073,0.6717794424075796,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,39,1.1285746912556345,0.6666666666666666,0.2624658098716486,run_1_to_2,0.9636906624478337,0.4573162122188783,3.488894046956033,,,
M7,40,4,-8.861239666879563,25.722479333759125,26.865336476616267,32.47799715021487,0.5361288328227107,0.6803983369116071,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,39,1.061434567371091,0.6666666666666666,0.2723166558708143,run_1_to_2,0.9838182805524573,0.43189552219224686,3.7579408598002746,2.664647257531983,,
M8,40,3,-17.39935450614188,40.79870901228376,41.46537567895042,45.86534737462557,0.2642488104163295,0.3724509384830018,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,39,0.45031573417268983,0.717948717948718,0.15761427350221188,run_1_to_2,1.5324616296351263,0.44441460648454634,,,0.08435468298614447,
M3,40,3,-21.06973096797077,48.13946193594154,48.806128602608204,53.206100298283346,0.13186796242442653,0.24007009049109873,True,100,100,5,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,39,0.9544565956921306,0.6410256410256411,0.30330068848882524,run_1_to_2,0.4455954986191169,0.0,,,,1.7702002797543335
M4,40,3,-9.082220456972621,24.164440913945242,24.83110758061191,29.23107927628705,0.5642260115949603,0.6724281396616326,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10898,39,1.0128025579364286,0.6410256410256411,0.28219248401908725,run_1_to_2,0.9595102914406218,0.4156787577193192,4.284917120208009,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10908,42,0.6931471805599452,0.7142857142857143,0.25,run_1_to_2,,,,,,
M1,41,1,-28.41914940373275,58.8382988074655,58.9408629100296,60.55187087416981,-0.03519173053504256,-4.046610921459859e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,42,0.6931499186748262,0.2857142857142857,0.25000136905744047,run_1_to_2,1e-05,,,,,
M2,41,2,-28.419141381405414,60.83828276281083,61.15407223649504,64.26542689621944,-0.070379132172045,-3.764323802890601e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,42,0.6931510357004768,0.30952380952380953,0.25000192757026546,run_1_to_2,1e-05,0.31002194835380836,,,,
M5,41,3,-27.943305648043133,61.886611296086265,62.53525994473491,67.02732749619919,-0.08882325871081176,0.016739793061551378,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,42,0.6823768717607698,0.42857142857142855,0.24487906705903986,run_1_to_2,0.04712237531324921,0.12757707914800812,5.0,,,
M6,41,3,-25.779459049562476,57.55891809912495,58.2075667477736,62.69963429923787,-0.012682508543189922,0.09288054322917327,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,42,0.6473934403342051,0.5714285714285714,0.22816876488276375,run_1_to_2,0.08603039958086554,0.07618201972771096,5.0,,,
M7,41,4,-25.75530922902966,59.51061845805932,60.621729569170434,66.36490672487655,-0.047020416215577995,0.09373031948090627,True,100,100,99,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,42,0.6535604834007737,0.5714285714285714,0.23077042706200573,run_1_to_2,0.09455318796370049,0.09140150110304149,4.108571890595708,5.0,,
M8,41,3,-25.071311533278266,56.14262306655653,56.79127171520518,61.28333926666946,0.012235562431470243,0.11779861420383342,True,100,100,100,alpha;alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,42,0.5922158419506455,0.7142857142857143,0.20265075715750822,run_1_to_2,0.3815460288986641,1.0,,,0.0,
M3,41,3,-23.877818737083476,53.75563747416695,54.4042861228156,58.89635367427988,0.05423180970968792,0.15979486148205113,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,42,0.5926600849508015,0.7142857142857143,0.20290363985761148,run_1_to_2,0.4221858888259836,0.0,,,,1.9771815402345139
M4,41,3,-24.151796995868878,54.303593991737756,54.9522426403864,59.444310191850676,0.04459114933746616,0.15015420110982935,True,100,100,91,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10908,42,0.5945078074700488,0.7142857142857143,0.20316254453599422,run_1_to_2,0.11716403553969744,0.0,5.0,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10918,42,0.6931471805599452,0.21428571428571427,0.25,run_1_to_2,,,,,,
M1,42,1,-25.612024522860143,53.224049045720285,53.32404904572029,54.961718664003655,0.08588009982986167,0.12022998175578936,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,42,0.5431289309739038,0.7857142857142857,0.17782554342150309,run_1_to_2,0.7001523554890525,,,,,
M2,42,2,-23.53156340575751,51.06312681151502,51.370819119207326,54.53846604808176,0.12299381162789305,0.1916935754797484,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,42,0.6288338920813539,0.6666666666666666,0.22018220738849129,run_1_to_2,0.6622857314440534,0.16192478072284408,,,,
M5,42,3,-19.265335980998877,44.530671961997754,45.16225090936617,49.743680816847856,0.23518833801157898,0.3382379837893621,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,42,0.46402160467574627,0.8095238095238095,0.14981401897601274,run_1_to_2,1.4230748400904474,0.09076910302111876,0.6842625840363087,,,
M6,42,3,-19.021039588698212,44.042079177396424,44.67365812476484,49.25508803224653,0.24357989024203694,0.34662953601982005,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,42,0.5637471309922055,0.6904761904761905,0.20030806688685704,run_1_to_2,2.909310409868412,0.06534578123215634,0.5053223109037749,,,
M7,42,4,-17.096079596247552,42.192159192495104,43.273240273576185,49.142837665628576,0.27535215676892405,0.4127516844726349,True,100,100,55,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10918,42,0.4379591417942379,0.7380952380952381,0.14527786567914613,run_1_to_2,3.6402200115379224,0.05568992421692769,0.6082904375193487,0.4056851555735537,,
M8,42,3,-23.180759979273496,52.36151995854699,52.99309890591541,57.574528813397094,0.10069398598090207,0.20374363175868515,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,42,0.5552577851609917,0.7857142857142857,0.1824118283069418,run_1_to_2,0.43945646510652,0.08167272351240659,,,0.24514383679620108,
M3,42,3,-11.403168229171818,28.806336458343637,29.437915405712058,34.01934531319374,0.5052528719686749,0.608302517746458,True,100,100,29,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10918,42,0.9616868935234552,0.6904761904761905,0.24881727542080292,run_1_to_2,5.634849328027434,0.08874657973095772,,,,1.3437000346279322
M4,42,3,-17.78261986894021,41.56523973788042,42.196818685248836,46.77824859273052,0.2861194613904648,0.38916910716824793,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10918,42,0.6012744743760736,0.6428571428571429,0.20637453862386465,run_1_to_2,3.432507157517217,0.05942969306426533,0.6341658273561588,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10924,42,0.6931471805599452,1.0,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112411584342695,60.22482316868539,60.32482316868539,61.96249278696876,-0.03435778242710903,-7.900501181268282e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,42,0.6931528948653023,0.0,0.25000285715267845,run_1_to_2,1e-05,,,,,
M2,42,2,-29.112364655600015,62.22472931120003,62.532421618892336,65.70006854776676,-0.06870605235626673,-6.28850441142248e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,42,0.6931548992583413,0.0,0.25000385934919783,run_1_to_2,1e-05,0.2063997726152269,,,,
M5,42,3,-25.75457354880203,57.50914709760406,58.140726044972475,62.72215595245416,0.01228379376824648,0.11533343954602959,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,42,0.6358350302475534,0.3333333333333333,0.22774727068247863,run_1_to_2,0.13563636745052138,0.1519290156899062,5.0,,,
M6,42,3,-16.82528662895415,39.6505732579083,40.28215220527672,44.86358211275841,0.31900374514775176,0.42205339092553484,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,42,0.4035351500057073,0.6666666666666666,0.1392158912542614,run_1_to_2,0.2713546736793774,0.12847183661745257,5.0,,,
M7,42,4,-16.803872308694093,41.607744617388185,42.688825698469266,48.55842309052166,0.285389442594281,0.4227889702979918,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,42,0.4129239439407681,0.6666666666666666,0.14307936196714563,run_1_to_2,0.291217353951392,0.13251928664605778,4.397113900422226,5.0,,
M8,42,3,-11.721959121991222,29.443918243982445,30.075497191350866,34.656927098832554,0.49430244244126725,0.5973520882190504,True,100,100,35,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,42,0.08854347454159417,1.0,0.013013134737488727,run_1_to_2,1.3633702053215027,0.7355832600903968,,,0.0,
M3,42,3,-5.772312308590946,17.544624617181892,18.176203564550313,22.757633472031998,0.6986721079825388,0.8017217537603218,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,42,0.04299609118980235,1.0,0.004282017336617642,run_1_to_2,1.9832382452593427,0.0,,,,3.3371250821014606
M4,42,3,-8.782496498082132,23.564992996164264,24.196571943532685,28.77800185101437,0.5952726364982222,0.6983222822760052,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10924,42,0.1730614238228721,0.9523809523809523,0.0467595273012846,run_1_to_2,0.6624297059172451,0.13696587009442057,5.0,,,
M0,27,0,-18.714973875118524,37.42994775023705,37.42994775023705,37.42994775023705,0.0,0.0,True,1,1,1,,exact,sub-10926,15,0.6931471805599453,0.4666666666666667,0.25,chronological_65_percent,,,,,,
M1,27,1,-16.49659600754785,34.9931920150957,35.1531920150957,36.28902888110003,0.06510176694344742,0.11853491660600157,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,15,0.7477352400519518,0.5333333333333333,0.27229127829531924,chronological_65_percent,0.8107810003891974,,,,,
M2,27,2,-15.1363087314226,34.272617462845204,34.772617462845204,36.86429119485386,0.08435305089016182,0.19121935021527037,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,15,1.1448153602866742,0.4666666666666667,0.3253891462910106,chronological_65_percent,1.3817575848004533,0.17180178359202158,,,,
M5,27,3,-7.407458590169402,20.814917180338803,21.85839544120837,24.70242777835179,0.44389670754464305,0.6041961565323055,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,15,1.0753401465879804,0.7333333333333333,0.2518828245571017,chronological_65_percent,4.0901456396395535,0.0,0.6830465977584689,,,
M6,27,3,-10.201873982409346,26.40374796481869,27.447226225688258,30.29125856283168,0.294582291671741,0.45488174065940357,True,100,99,92,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10926,15,2.544601998655477,0.7333333333333333,0.24123036707140774,chronological_65_percent,20.0,0.006824599161289152,0.4876921073622282,,,
M7,27,4,-6.622713576437926,21.245427152875852,23.06360897105767,26.42877461689317,0.43239495564774594,0.6461275542979628,True,100,100,97,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,15,2.5388981549304104,0.7333333333333333,0.23558932517626024,chronological_65_percent,20.0,0.0,0.5374343625503538,0.43357794173469777,,
M8,27,3,-15.136241952490067,36.272483904980135,37.3159621658497,40.15999450299312,0.03092346943630406,0.19122291842396666,True,100,100,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,15,1.1489576345483425,0.4666666666666667,0.3259415447415789,chronological_65_percent,1.3763044882093998,0.17193991716798815,,,0.17330631316943002,
M3,27,3,-6.622792299777368,19.245584599554736,20.289062860424302,23.133095197567723,0.4858238988743218,0.6461233478619843,True,100,100,92,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,15,2.4676600783837133,0.7333333333333333,0.23562176410696162,chronological_65_percent,6.89975493659172,0.0,,,,1.004067598611126
M4,27,3,-6.822804144097042,19.645608288194083,20.68908654906365,23.53311888620707,0.47513663606250517,0.6354360850501677,True,100,100,91,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10926,15,1.8522899639920098,0.7333333333333333,0.21921128492626074,chronological_65_percent,20.0,0.0,0.7580894954763239,,,
M0,26,0,-18.021826694558577,36.04365338911715,36.04365338911715,36.04365338911715,0.0,0.0,True,1,1,1,,exact,sub-10928,15,0.6931471805599453,0.13333333333333333,0.25,chronological_65_percent,,,,,,
