model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,theta,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,theta_stranger
M6_theta10,41,3,-11.14730164245282,28.29460328490564,28.94325193355429,33.43531948501857,0.5021892214261714,0.6077522731985345,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14897153769153137,0.29736013836099134,10.0,sub-10863,42,0.34308680244151907,0.6666666666666666,0.13161014279539382,run_1_to_2,
M7_theta10,41,4,-11.14730164245282,30.29460328490564,31.40571439601675,37.14889155172287,0.46700153750205037,0.6077522731985345,True,100,100,100,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14897153677902011,0.2973601388110449,10.0,sub-10863,42,0.34308680251980017,0.6666666666666666,0.13161014285807393,run_1_to_2,10.0
M4_theta10,42,3,-28.049723017736852,62.099446035473704,62.73102498284212,67.3124548903238,-0.06655431949202038,0.036495326285762686,True,100,100,59,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.2852216330965518,0.6540582465599106,sub-10866,42,0.7036114394102697,0.5952380952380952,0.2545203919996218,run_1_to_2,
M5_theta10,42,3,-27.61089154135656,61.22178308271312,61.853362030081534,66.43479193756322,-0.05148051009297676,0.051569135684806366,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.029976326741233985,0.20936901078932657,2.4679031216854814,sub-10866,42,0.6976603503608444,0.5476190476190477,0.25114385026295394,run_1_to_2,
M6_theta10,42,3,-28.330844497453693,62.66168899490739,63.293267942275804,67.8746978497575,-0.07621080912713595,0.026838836650647124,True,100,100,63,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.37439616175473034,0.8701660694639731,sub-10866,42,0.7012864995885213,0.5952380952380952,0.2536567115345136,run_1_to_2,
M7_theta10,42,4,-27.505302332549153,63.010604665098306,64.0916857461794,69.96128313823178,-0.08220341516371796,0.05519611253999279,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02368953602190454,0.35381303490396926,1.6779480924438555,sub-10866,42,0.7039436882310454,0.5714285714285714,0.25396754987423154,run_1_to_2,0.413956588199621
M4_theta10,42,3,-8.370204833348073,22.740409666696145,23.371988614064566,27.95341852154625,0.6094348065008812,0.7124844522786644,True,100,100,40,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,3.456394160048204,1.5983947979534212,sub-10875,42,0.07449266129118305,1.0,0.011233227078331973,run_1_to_2,
M5_theta10,42,3,-22.023007320132134,50.04601464026427,50.677593587632686,55.25902349511438,0.14046265312183667,0.24351229889961978,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.20709581405808183,0.16430506406259923,10.0,sub-10875,42,0.5888359157511328,0.3333333333333333,0.2191736805767846,run_1_to_2,
M6_theta10,42,3,-15.396034631695274,36.792069263390545,37.42364821075896,42.005078118240654,0.36809838249599053,0.47114802827377356,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.25636628476289547,0.1604903580722522,10.0,sub-10875,42,0.3537878682021809,0.6904761904761905,0.12267392141534827,run_1_to_2,
M7_theta10,42,4,-15.148858048172078,38.29771609634416,39.37879717742524,45.24839456947763,0.3422389870289387,0.4796385147326495,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.22940435169203902,0.2092808468725941,10.0,sub-10875,42,0.3744761135914383,0.6666666666666666,0.13269687481846576,run_1_to_2,6.203279644217379
M4_theta10,23,3,-13.457354782674779,32.914709565349554,34.1778674600864,36.32119221313701,-0.03230191874413759,0.15587569528485756,True,100,100,40,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09180346922946296,1.0767260775882816,0.0,sub-10881,15,0.5171971175315901,0.8,0.17150837336924882,chronological_65_percent,
M5_theta10,23,3,-13.457354782674779,32.914709565349554,34.1778674600864,36.32119221313701,-0.03230191874413759,0.15587569528485756,True,100,100,25,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09180346797506143,1.0767260745634393,0.0,sub-10881,15,0.5171971162628552,0.8,0.17150837269506336,chronological_65_percent,
M6_theta10,23,3,-13.115349952711075,32.23069990542215,33.49385780015899,35.6371825532096,-0.010849367781150346,0.17732824624784482,True,100,100,45,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.008672163556263468,1.4579043731295287,0.2817922053454902,sub-10881,15,0.4822759392068968,0.8,0.15561758414074994,chronological_65_percent,
M7_theta10,23,4,-13.060350553866995,34.12070110773399,36.342923329956214,38.66267797145059,-0.07012535390831284,0.18077813146368094,True,100,100,38,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02121005812963056,1.495456927229869,0.21172066457079528,sub-10881,15,0.5422099777803663,0.8,0.1842808584656563,chronological_65_percent,0.32017630303621614
M5_theta10,25,3,-12.972051207124142,31.944102414248285,33.08695955710543,35.60072988885288,0.07828803722629675,0.2514114421329724,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.31318776610597626,0.3833112142891657,3.5508721474522598,sub-10886,15,1.0152404181170964,0.5333333333333333,0.36449420003386535,chronological_65_percent,
M6_theta10,25,3,-14.971432472783395,35.94286494556679,37.085722088423935,39.59949242017139,-0.037091860246219355,0.1360315446604563,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.41244916637916534,0.30050084163593227,2.2396357845208272,sub-10886,15,1.0167752241777301,0.4,0.35866623194337455,chronological_65_percent,
M7_theta10,25,4,-12.972051207124142,33.944102414248285,35.944102414248285,38.81960571372109,0.020580235590738214,0.2514114421329724,True,100,100,99,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3131877556933197,0.3833112327418607,3.5508720232347097,sub-10886,15,1.0152404343532726,0.5333333333333333,0.3644942043422916,chronological_65_percent,0.0
M4_theta10,42,3,-19.958693035120447,45.917386070240894,46.54896501760931,51.130394925091,0.21137160506999397,0.31442125084777706,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.8310626152843502,0.17879540610413136,5.566290343213292,sub-10887,42,0.5099206848985732,0.6666666666666666,0.16873787636194543,run_1_to_2,
M5_theta10,42,3,-25.462218122279356,56.92443624455871,57.55601519192713,62.13744509940882,0.022326168149704496,0.12537581392748764,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.9076827117236075,0.18370770552122767,1.7530688423223673,sub-10887,42,0.5894317293930033,0.7142857142857143,0.20406420337880427,run_1_to_2,
M6_theta10,42,3,-21.6089590215229,49.2179180430458,49.84949699041422,54.4309268978959,0.15468516329069515,0.25773480906847823,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7323460824285496,0.23916864408878102,3.3914055684333806,sub-10887,42,0.6254870072732185,0.6428571428571429,0.20384388069544668,run_1_to_2,
M7_theta10,42,4,-20.028365565672125,48.05673113134425,49.13781221242533,55.00740960447772,0.17462847994613556,0.3120280076498464,True,100,100,98,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.8506359586070819,0.2587808852729089,1.3066783477722832,sub-10887,42,0.8868447327428649,0.6904761904761905,0.2005689368112129,run_1_to_2,10.0
M4_theta10,41,3,-26.083276366068397,58.16655273213679,58.81520138078544,63.30726893224971,-0.023373136247074905,0.08218991552528832,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.11744876202321892,0.2281883761799665,2.0178155397542086,sub-10896,40,0.5909129055291704,0.75,0.20241824099149558,run_1_to_2,
M5_theta10,41,3,-22.882703302525016,51.76540660505003,52.41405525369868,56.90612280516295,0.08924761708894541,0.1948106688613086,True,100,100,72,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3318096574232385,0.11385831915193244,10.0,sub-10896,40,0.508648056935388,0.675,0.1744458104274835,run_1_to_2,
M6_theta10,41,3,-22.58769785866037,51.17539571732074,51.824044365969385,56.31611191743366,0.09962817540354961,0.20519122717591276,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09854160058237031,0.7850161902187266,1.0921138147090255,sub-10896,40,0.7683499207649872,0.575,0.2691302532853519,run_1_to_2,
M7_theta10,41,4,-22.136443370274,52.272886740548,53.38399785165912,59.12717500736524,0.08031909178610903,0.2210698274825933,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10817588681099327,0.611752871985959,1.7121583588287175,sub-10896,40,0.6456682670056757,0.575,0.2312702331528337,run_1_to_2,0.9641027599804063
M4_theta10,27,3,-6.035528363195483,18.071056726390964,19.11453498726053,21.95856732440395,0.5172032606891225,0.6775027096767849,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,20.0,0.9533858533977653,sub-10897,14,0.44225311228335207,0.9285714285714286,0.09965137816416926,chronological_65_percent,
M5_theta10,27,3,-13.762746167630713,33.525492335261426,34.56897059613099,37.41300293327441,0.1043136752695813,0.2646131242572439,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.20056849293712642,10.0,sub-10897,14,0.47995645521156133,0.6428571428571429,0.16586085474516446,chronological_65_percent,
M6_theta10,27,3,-5.602618663395776,17.205237326791554,18.24871558766112,21.09274792480454,0.5403349894688915,0.7006344384565542,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.0662498532614406,10.0,sub-10897,14,2.245843036174119,0.9285714285714286,0.09056679817005794,chronological_65_percent,
M7_theta10,27,4,-5.602618663395774,19.205237326791547,21.023419144973364,24.388584790808864,0.4869018398063375,0.7006344384565542,True,100,100,100,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.0662499714914229,10.0,sub-10897,14,2.2458432709501372,0.9285714285714286,0.09056679579397223,chronological_65_percent,10.0
M4_theta10,40,3,-9.082220456972623,24.164440913945246,24.831107580611913,29.231079276287055,0.5642260115949603,0.6724281396616325,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4156787530722945,0.9595102932421015,4.284917071359043,sub-10898,39,1.0128025520272117,0.6410256410256411,0.2821924842639121,run_1_to_2,
M5_theta10,40,3,-16.672406303295666,39.34481260659133,40.011479273258,44.41145096893314,0.29046792459706394,0.39867005266373623,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5295494480461251,0.4420756682661275,7.166987532770467,sub-10898,39,0.7316500996015476,0.6410256410256411,0.2526337541638005,run_1_to_2,
M6_theta10,40,3,-9.100206163879974,24.20041232775995,24.867078994426617,29.267050690101758,0.5635773143409073,0.6717794424075796,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.45731621799297384,0.963690647245173,3.488894120345751,sub-10898,39,1.1285746939034558,0.6666666666666666,0.26246580933655844,run_1_to_2,
M7_theta10,40,4,-8.86123966687956,25.72247933375912,26.865336476616264,32.47799715021487,0.5361288328227108,0.6803983369116071,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4318955219175829,0.9838182639222535,3.7579409023487282,sub-10898,39,1.061434556326678,0.6666666666666666,0.2723166550229332,run_1_to_2,2.66464728832455
M4_theta10,41,3,-24.12541730922962,54.25083461845924,54.89948326710788,59.391550818572156,0.04551938941294579,0.151082441185309,True,100,100,94,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.054868999902025074,10.0,sub-10908,42,0.5941875911602091,0.7142857142857143,0.2030808568251894,run_1_to_2,
M5_theta10,41,3,-27.67387357339807,61.34774714679614,61.99639579544478,66.48846334690906,-0.07934256802918108,0.026220483743182088,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06168920196324166,0.030554909820080762,10.0,sub-10908,42,0.6686317912348384,0.42857142857142855,0.2383544401186558,run_1_to_2,
M6_theta10,41,3,-25.562757240227675,57.12551448045535,57.774163129104,62.26623068056827,-0.005057273770531815,0.10050577800183136,True,100,100,99,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.08803146464840628,0.04286675303680804,10.0,sub-10908,42,0.6426253805554267,0.5714285714285714,0.22566268154364047,run_1_to_2,
M7_theta10,41,4,-25.50806624061466,59.01613248122932,60.127243592340434,65.87042074804656,-0.03832050808677586,0.10243022760970844,True,100,100,96,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.10975385211176213,0.04926283407081481,7.40504638862143,sub-10908,42,0.6503472894251087,0.5714285714285714,0.2287031922839549,run_1_to_2,10.0
M4_theta10,42,3,-17.78261986894021,41.56523973788042,42.196818685248836,46.77824859273052,0.2861194613904648,0.38916910716824793,True,100,100,90,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.059429693834567456,3.4325071486128707,0.6341658286283437,sub-10918,42,0.6012744808515662,0.6428571428571429,0.20637454098925126,run_1_to_2,
M5_theta10,42,3,-19.265335980998874,44.53067196199775,45.162250909366165,49.743680816847856,0.2351883380115791,0.3382379837893622,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09076910389567208,1.4230748391113341,0.6842625819316724,sub-10918,42,0.4640216059314253,0.8095238095238095,0.149814019545618,run_1_to_2,
M6_theta10,42,3,-19.021039588698216,44.04207917739643,44.67365812476485,49.25508803224653,0.2435798902420368,0.34662953601981994,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06534578285240984,2.909310396080725,0.5053223106428945,sub-10918,42,0.5637471337522482,0.6904761904761905,0.20030806771148613,run_1_to_2,
M7_theta10,42,4,-17.096079596247552,42.192159192495104,43.273240273576185,49.142837665628576,0.27535215676892405,0.4127516844726349,True,100,100,36,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.055689921978361576,3.6402200651065804,0.6082904354135653,sub-10918,42,0.437959135314164,0.7380952380952381,0.14527786342092167,run_1_to_2,0.405685154434072
M4_theta10,42,3,-8.371427490250966,22.74285498050193,23.374433927870353,27.955863835352037,0.6093928083806309,0.712442454158414,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.17844792318613112,0.31100919491771384,10.0,sub-10924,42,0.13684723329423604,1.0,0.03232831609002625,run_1_to_2,
M5_theta10,42,3,-24.577067414256614,55.15413482851323,55.785713775881646,60.36714368336334,0.05273099045693699,0.15578063623472005,True,100,100,100,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.1561053496780798,0.08688055536345839,10.0,sub-10924,42,0.5815076142856072,0.3333333333333333,0.20504025242119642,run_1_to_2,
M6_theta10,42,3,-15.671452152080585,37.342904304161166,37.974483251529584,42.555913159011276,0.3586378231904233,0.46168746896820634,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13914097717877275,0.15066440630279096,10.0,sub-10924,42,0.3433349583824488,0.6666666666666666,0.11577656383001608,run_1_to_2,
M7_theta10,42,4,-15.421523384782102,38.843046769564204,39.924127850645284,45.793725242697676,0.33287296491109114,0.47027249261480186,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16079998582567256,0.20124438461794775,6.194944941081604,sub-10924,42,0.36533325261140376,0.6666666666666666,0.12543167586537335,run_1_to_2,10.0
M4_theta10,27,3,-6.822804144097043,19.645608288194087,20.689086549063653,23.533118886207074,0.4751366360625051,0.6354360850501677,True,100,100,83,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,20.0,0.758089495476492,sub-10926,15,1.8522899639920094,0.7333333333333333,0.21921128492620345,chronological_65_percent,
M5_theta10,27,3,-7.407458590169403,20.814917180338806,21.858395441208373,24.702427778351794,0.44389670754464294,0.6041961565323055,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,4.09014562995335,0.6830465985155149,sub-10926,15,1.0753401449672588,0.7333333333333333,0.2518828244829467,chronological_65_percent,
M6_theta10,27,3,-10.201873982409387,26.403747964818773,27.44722622568834,30.29125856283176,0.2945822916717388,0.45488174065940146,True,100,100,92,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.006824600257239742,20.0,0.4876921026698106,sub-10926,15,2.54460200258847,0.7333333333333333,0.241230365175073,chronological_65_percent,
M7_theta10,27,4,-6.622713576437925,21.24542715287585,23.063608971057665,26.428774616893165,0.43239495564774605,0.6461275542979628,True,100,100,99,alpha;kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,20.0,0.5374343620698471,sub-10926,15,2.5388981555679435,0.7333333333333333,0.2355893255900912,chronological_65_percent,0.43357794098383506
M4_theta10,26,3,-2.913508863172165,11.82701772634433,12.91792681725342,15.601307340408777,0.6718696188018687,0.8383344312121337,True,100,100,97,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04258080819512876,20.0,0.506292422144726,sub-10928,15,0.3368567058409264,0.8666666666666667,0.11262176951582734,chronological_65_percent,
M5_theta10,26,3,-2.868533570127321,11.737067140254641,12.827976231163731,15.511356754319088,0.6743652200418042,0.8408300324520692,True,100,99,97,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04453444911875902,20.0,0.5066348740788865,sub-10928,15,0.345805124453874,0.8666666666666667,0.11400508163962127,chronological_65_percent,
M6_theta10,26,3,-6.236588225193591,18.473176450387182,19.564085541296272,22.24746606445163,0.48747769126076207,0.6539425036710271,True,100,100,97,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.03783544635977517,20.0,0.4703188254465094,sub-10928,15,0.33986631849485105,0.8666666666666667,0.10753042746847423,chronological_65_percent,
M7_theta10,26,4,-2.8685335701273194,13.737067140254638,15.641829045016543,18.769453292340568,0.6188769492383827,0.8408300324520693,True,100,100,99,kappa;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04453444912045696,20.0,0.5066348740711177,sub-10928,15,0.34580512444640193,0.8666666666666667,0.11400508163824007,chronological_65_percent,0.0
M4_theta10,27,3,-15.087159826569899,36.1743196531398,37.21779791400936,40.061830251152784,0.03354608201635277,0.19384553100401536,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.17752460147534002,0.4598789893783699,2.0136957351039197,sub-10929,15,0.6245531251694627,0.4666666666666667,0.2296387225845238,chronological_65_percent,
M5_theta10,27,3,-16.81228396795835,39.6245679359167,40.668046196786264,43.51207853392969,-0.0586327344169417,0.10166671457072085,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08243715386895507,0.06079747747529868,10.0,sub-10929,15,0.6012842642322422,0.7333333333333333,0.21036355572644155,chronological_65_percent,
M6_theta10,27,3,-16.847373438779428,39.694746877558856,40.73822513842842,43.58225747557184,-0.06050767536290416,0.09979177362475844,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.37533786721622614,0.09486666676968811,3.852000034595132,sub-10929,15,0.7768555178359543,0.5333333333333333,0.28488326448512713,chronological_65_percent,
M7_theta10,27,4,-16.741949576590844,41.48389915318169,43.30208097136351,46.667246617199005,-0.10830769601913127,0.1054249026310855,True,100,100,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2898972737788079,0.0551776426121923,8.822687678720547,sub-10929,15,0.6738885166407768,0.5333333333333333,0.244198706364065,chronological_65_percent,3.541609230127908
M4_theta10,41,3,-21.584616738472533,49.16923347694507,49.81788212559371,54.309949677057986,0.1349242768109725,0.24048732858333566,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13518348011300974,0.4928487458491137,2.09485769879542,sub-10930,42,0.5911819454483384,0.6666666666666666,0.20071166720571515,run_1_to_2,
M5_theta10,41,3,-22.77635201767123,51.55270403534246,52.201352683991104,56.69342023545538,0.09298987248530462,0.1985529242576678,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.18260159134659956,0.17769789772297467,7.202017199141206,sub-10930,42,0.5105611315213481,0.6428571428571429,0.178450537460195,run_1_to_2,
M6_theta10,41,3,-22.595279355092764,51.19055871018553,51.83920735883417,56.33127491029845,0.09936140010341468,0.2049244518757779,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14828047193705501,0.3717994565338534,2.0126658818890157,sub-10930,42,0.6194969170187014,0.6904761904761905,0.20682094621640532,run_1_to_2,
M7_theta10,41,4,-20.73915068672641,49.47830137345282,50.58941248456394,56.33258964027006,0.12948658508426855,0.2702373207807528,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.15079377756118745,0.5022783509649137,3.00800118836854,sub-10930,42,0.5429009963611848,0.6428571428571429,0.19073521304039648,run_1_to_2,1.0248593979952043
M4_theta10,41,3,-15.329577921566578,36.659155843133156,37.3078044917818,41.79987204324608,0.3550246056333674,0.4605876574057306,True,100,100,96,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.012936699746877259,13.12073984611973,0.9422504710246106,sub-10938,42,0.9285373093610326,0.47619047619047616,0.2648883053617869,run_1_to_2,
M5_theta10,41,3,-15.195273944137805,36.390547888275606,37.03919653692425,41.53126408838853,0.3597504515408834,0.4653135033132465,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2875514019856945,0.7684264426587157,10.0,sub-10938,42,1.2474632382468909,0.4523809523809524,0.31778856777336995,run_1_to_2,
M6_theta10,41,3,-20.361201875616004,46.72240375123201,47.371052399880654,51.86311995134493,0.17797341231323996,0.2835364640856032,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.12119505073277279,1.170426483674948,1.010943044623603,sub-10938,42,0.705026962450586,0.6190476190476191,0.246731218416908,run_1_to_2,
M7_theta10,41,4,-13.939466401203205,35.87893280240641,36.990043913517525,42.733221069223646,0.36875172650707205,0.5095024622035563,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.19529137631866605,1.1657107194907408,10.0,sub-10938,42,1.3627267050764549,0.5476190476190477,0.2934900896273573,run_1_to_2,0.4893206122015288
M4_theta10,42,3,-25.469604076175774,56.93920815235155,57.570787099719965,62.152217007201656,0.02207246150545222,0.12512210728323536,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4952402141631597,0.08933972502438547,5.980414317175639,sub-10940,42,0.6064197025021092,0.7142857142857143,0.2081120205564411,run_1_to_2,
M5_theta10,42,3,-28.66733445258046,63.33466890516092,63.966247852529335,68.54767776001103,-0.08776919935500106,0.015280446422782035,True,100,100,73,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2692942728589511,0.0193024603705322,10.0,sub-10940,42,0.6824208133438249,0.5476190476190477,0.24463729845653293,run_1_to_2,
M6_theta10,42,3,-27.36548772966556,60.73097545933112,61.36255440669954,65.94398431418122,-0.04305091813721836,0.059998727640564686,True,100,100,88,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5145294090719214,0.06803222368282554,4.326415997961303,sub-10940,42,0.6914101150981133,0.5952380952380952,0.24838516852423065,run_1_to_2,
M7_theta10,42,4,-26.778772095525735,61.55754419105147,62.63862527213255,68.50822266418494,-0.05724718730634728,0.08015234039736352,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5850944379500477,0.07041504655653429,2.182495234263824,sub-10940,42,0.7234150684028994,0.5476190476190477,0.2625089604399323,run_1_to_2,8.12877638931299
M4_theta10,42,3,-24.493521366992326,54.98704273398465,55.61862168135307,60.200051588834754,0.05560078731584328,0.15865043309362636,True,100,100,30,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.003559409199048605,5.113802681774886,1.0042830085290937,sub-10950,42,0.6540837092993057,0.7619047619047619,0.22584971517098587,run_1_to_2,
M5_theta10,42,3,-24.57639853211067,55.15279706422134,55.78437601158976,60.36580591907145,0.05275396647967256,0.15580361225745565,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4120460558168221,0.14125999594073627,10.0,sub-10950,42,0.8019264227990673,0.5714285714285714,0.25462832094508636,run_1_to_2,
M6_theta10,42,3,-23.95716057128422,53.91432114256844,54.54590008993686,59.12732999741854,0.07402471731811334,0.17707436309589641,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.47264655931784366,0.06036919498773751,10.0,sub-10950,42,0.7118497807407237,0.5714285714285714,0.25100079733089964,run_1_to_2,
M7_theta10,42,4,-22.618918042346834,53.23783608469367,54.31891716577475,60.18851455782714,0.08564330824943972,0.22304283595315055,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.4087384057619522,0.1545386094663521,10.0,sub-10950,42,0.8346635206715318,0.5476190476190477,0.2596786252966457,run_1_to_2,2.692455284020458
M4_theta10,42,3,-8.74770801503196,23.49541603006392,24.126994977432343,28.708424884914027,0.5964676167833777,0.6995172625611608,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,8.616994629205236,0.8278304651935613,sub-10951,42,0.157325828887913,0.9285714285714286,0.04748613324647447,run_1_to_2,
M5_theta10,42,3,-7.820587278317386,21.641174556634773,22.272753504003195,26.854183411484875,0.6283141046206024,0.7313637503983855,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02313651639704554,2.2798600244600857,10.0,sub-10951,42,0.1937822782523323,0.9285714285714286,0.05861080807653027,run_1_to_2,
M6_theta10,42,3,-23.789657003401768,53.579314006803536,54.21089295417195,58.792322861653645,0.0797784450970472,0.18282809087483032,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.055542096797350594,1.7254672631164931,0.6142897720926415,sub-10951,42,0.820769172693518,0.5476190476190477,0.2971192157070731,run_1_to_2,
M7_theta10,42,4,-7.820587278317387,23.641174556634773,24.722255637715854,30.591853029768245,0.5939642226946747,0.7313637503983854,True,100,100,98,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.023136515188144007,2.2798600276448093,10.0,sub-10951,42,0.19378227782791946,0.9285714285714286,0.0586108079749002,run_1_to_2,0.0
M4_theta10,27,3,-5.620454267063019,17.24090853412604,18.284386794995605,21.128419132139026,0.5393819769888177,0.6996814259764803,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0609642526433191,1.997917551725889,1.739258172081342,sub-10952,15,0.9106824041967143,0.8666666666666667,0.142430701659949,chronological_65_percent,
